"","line","content"
"1099",1099,"		chasing her?"
"1100",1100,"				PATROLMAN'S VOICE"
"1101",1101,"		I better have a look at those papers, "
"1102",1102,"		Charlie."
"1103",1103,"				CAR DEALER'S VOICE"
"1104",1104,"		She look like a wrong-one to you?"
"1105",1105,"				PATROLMAN'S VOICE"
"1106",1106,"		Acted like one."
"1107",1107,"	Mary blinks, shakes her head, as if trying to shake away "
"1108",1108,"	these voices of her imagination. She checks the rear-view "
"1109",1109,"	mirror."
"1110",1110,"	MARY'S REAR-VIEW MIRROR"
"1111",1111,"	Still no sight of the Patrolman."
"1112",1112,"	MARY IN NEW CAR"
"1113",1113,"	She tries to force herself to relax, almost succeeds when "
"1114",1114,"	she is sprung to tension again by...."
"1115",1115,"	"
"1116",1116," HIGHWAY"
"1117",1117,"	The sight of a police car. As she drives past, we hear the "
"1118",1118,"	squeaky, unintelligible voice coming over the car radio. "
"1119",1119,"	Mary zooms down on the gas, whizzes ahead."
"1120",1120,"					DISSOLVE THROUGH TO:"
"1121",1121,"	"
"1122",1122," HIGHWAY 99 - LONG SHOT"
"1123",1123,"	Mary's car dashing along."
"1124",1124,"						 DISSOLVE TO:"
"1125",1125,"	MARY IN NEW CAR"
"1126",1126,"	Mary looks weary, tired with strain and with hard driving. "
"1127",1127,"	Her eyes are heavy with worry and deep thought."
"1128",1128,"	OUT THE WINDSHIELD"
"1129",1129,"	We can see that it is much later in the day, almost dusk."
"1130",1130,"	MARY IN NEW CAR"
"1131",1131,"	We HEAR the sound of an agitated BUZZ of an intercom system, "
"1132",1132,"	a sound emanating from Mary's imagination."
"1133",1133,"	After the second BUZZ, we HEAR the voice of Caroline."
"1134",1134,"				CAROLINE'S VOICE"
"1135",1135,"		Yes, Mr. Lowery."
"1136",1136,"				LOWERY'S VOICE"
"1137",1137,"			(a worried tone)"
"1138",1138,"		Caroline...? Mary still isn't in?"
"1139",1139,"				CAROLINE'S VOICE"
"1140",1140,"		No, Mr. Lowery... but then she's "
"1141",1141,"		always a bit late on Monday mornings."
"1142",1142,"				LOWERY'S VOICE"
"1143",1143,"		Buzz me the minute she comes in."
"1144",1144,"	Again Mary shakes her head, forces herself to stop hearing "
"1145",1145,"	these \""invented\"" scenes of her imagination."
"1146",1146,"	"
"1147",1147," HIGHWAY"
"1148",1148,"	Now we cut to the view of the road, from Mary's viewpoint. "
"1149",1149,"	Darkness of evening is coming. In the dim twilight we see "
"1150",1150,"	the neon sign of roadside restaurants and gas stations "
"1151",1151,"	beginning to blaze on."
"1152",1152,"	"
"1153",1153," MARY'S NEW CAR"
"1154",1154,"	Back on Mary's face, and after a moment, the imagined voices "
"1155",1155,"	again:"
"1156",1156,"				LOWERY'S VOICE"
"1157",1157,"		Call her sister! If no one's answering "
"1158",1158,"		at the house...."
"1159",1159,"				CAROLINE'S VOICE"
"1160",1160,"		I called her sister, Mr. Lowery, "
"1161",1161,"		where she works, the Music Makers "
"1162",1162,"		Music Store, you know? And she doesn't "
"1163",1163,"		know where Mary is any more than we "
"1164",1164,"		do."
"1165",1165,"				LOWERY'S VOICE"
"1166",1166,"		You better run out to the house.  "
"1167",1167,"		She may be... unable to answer the "
"1168",1168,"		phone..."
"1169",1169,"				CAROLINE'S VOICE"
"1170",1170,"		Her sister's going to do that.  She's "
"1171",1171,"		as worried as we are."
"1172",1172,"	A flush of painful guilt and regret rises up in Mary's face. "
"1173",1173,"	She closes her eyes for one tight swift moment."
"1174",1174,"	"
"1175",1175," HIGHWAY"
"1176",1176,"	We cut again to the highway. The first oncoming headlights "
"1177",1177,"	slash at the windshield."
"1178",1178,"	"
"1179",1179," MARY'S NEW CAR"
"1180",1180,"	Cutting back to Mary, we can sense by the tense muscles of "
"1181",1181,"	her face that she is driving faster. The oncoming headlights "
"1182",1182,"	blurt at her."
"1183",1183,"	Suddenly we HEAR Lowery's voice, loud now and frightened, as "
"1184",1184,"	if the anxiety in the man's voice was strong enough to break "
"1185",1185,"	through Mary's effort to keep her mind silent and her "
"1186",1186,"	imagination blank."
"1187",1187,"				LOWERY'S VOICE"
"1188",1188,"		No! I haven't the faintest idea.  As "
"1189",1189,"		I said, I last saw your sister when "
"1190",1190,"		she left this office on Friday... "
"1191",1191,"		she said she didn't feel well and "
"1192",1192,"		wanted to leave early and I said she "
"1193",1193,"		could. And that was the last I saw..."
"1194",1194,"			(a pause, a thought)"
"1195",1195,"		...wait a minute, I did see her, an "
"1196",1196,"		hour or so later, driving..."
"1197",1197,"			(a pause, then with "
"1198",1198,"			solemn fear)"
"1199",1199,"		Ah, I think you'd better come over "
"1200",1200,"		here to my office. Quick."
"1201",1201,"			(a pause, a click)"
"1202",1202,"		Caroline, get Mr. Cassidy for me."
"1203",1203,"	"
"1204",1204," HIGHWAY"
"1205",1205,"	It is completely dark now, night."
"1206",1206,"	"
"1207",1207," MARY'S NEW CAR"
"1208",1208,"	We cut back to her face."
"1209",1209,"				LOWERY'S VOICE"
"1210",1210,"		After all, Cassidy, I told you...  "
"1211",1211,"		all that cash... I'm not taking the "
"1212",1212,"		responsibility... Oh, for heaven's "
"1213",1213,"		sake, a girl works for you for ten "
"1214",1214,"		years, you trust her! All right, "
"1215",1215,"		yes, you better come over."
"1216",1216,"	FROM MARY'S VIEWPOINT"
"1217",1217,"	"
"1218",1218," THE ROAD AHEAD "
"1219",1219," MARY'S NEW CAR"
"1220",1220,"	Fast cut back to Mary's face. Oncoming headlights throw a "
"1221",1221,"	blinding light across her features."
"1222",1222,"				CASSIDY'S VOICE"
"1223",1223,"			(undrunk, sharp with "
"1224",1224,"			rage)"
"1225",1225,"		Well I ain't about to kiss off forty "
"1226",1226,"		thousand dollars! I'll get it back "
"1227",1227,"		and if any of it's missin' I'll "
"1228",1228,"		replace it with her fine soft flesh! "
"1229",1229,"		I'll track her, never you doubt it!"
"1230",1230,"				LOWERY'S VOICE"
"1231",1231,"		Hold on, Cassidy... I still can't "
"1232",1232,"		believe... it must be some kind of a "
"1233",1233,"		mystery... I can't..."
"1234",1234,"				CASSIDY'S VOICE"
"1235",1235,"		You checked with the bank, no?  They "
"1236",1236,"		never laid eyes on her, no?  You "
"1237",1237,"		still trustin'? Hot creepers, she "
"1238",1238,"		sat there while I dumped it out... "
"1239",1239,"		hardly even looked at it, plannin' "
"1240",1240,"		and... and even flirtin' with me...!"
"1241",1241,"	A look of revulsion makes Mary close her eyes."
"1242",1242,"	THROUGH THE WINDSHIELD AGAIN"
"1243",1243,"	Big drops of rain begin to appear."
"1244",1244,"	CLOSEUP - MARY"
"1245",1245,"	She is becoming aware of the rain starting."
"1246",1246,"	THROUGH THE WINDSHIELD"
"1247",1247,"	The rain increasing and backlit by the oncoming headlights."
"1248",1248,"	CLOSEUP - MARY"
"1249",1249,"	Mary starts the windshield wipers."
"1250",1250,"	THROUGH THE WINDSHIELD"
"1251",1251,"	The wipers are having a battle with the now torrential rain."
"1252",1252,"	CLOSEUP - MARY"
"1253",1253,"	Peering through the blurred windshield."
"1254",1254,"	CLOSEUP - THE CAR WHEELS"
"1255",1255,"	slowing down in the flooding highway."
"1256",1256,"	CLOSEUP - MARY"
"1257",1257,"	peering through the windshield. The oncoming lights are fewer."
"1258",1258,"	CLOSEUP - THE CAR WHEELS"
"1259",1259,"	almost coming to a slow turn."
"1260",1260,"	THROUGH THE WINDSHIELD"
"1261",1261,"	just blackness and rain."
"1262",1262,"	CLOSEUP - MARY"
"1263",1263,"	peering."
"1264",1264,"	MARY'S VIEWPOINT"
"1265",1265,"	An almost undiscernible light in the far distance, a neon "
"1266",1266,"	sign blurred by the rain-sheeted windshield."
"1267",1267,"	MARY'S CAR"
"1268",1268,"	She presses down, forces the car to move on through the "
"1269",1269,"	flooded road."
"1270",1270,"	"
"1271",1271," THE ROAD"
"1272",1272,"	As we move closer, we see the neon sign more clearly and can "
"1273",1273,"	faintly make out the large letters which read \""Motel.\""  Mary "
"1274",1274,"	stops the car, lowers the window slightly, looks out. We see "
"1275",1275,"	the sign clearly now: \""BATES MOTEL.\"" Mary opens the car door "
"1276",1276,"	and dashes out into the rain and up onto the porch of the "
"1277",1277,"	motel office."
"1278",1278,"	"
"1279",1279," BATES' MOTEL - (NIGHT)"
"1280",1280,"	Mary pauses on the porch. The lights are on within the office. "
"1281",1281,"	She tries door, finds it open, goes into office. CAMERA "
"1282",1282,"	FOLLOWS her into office. There is no one present. Mary goes "
"1283",1283,"	to the desk, rings a small pushbell. There is no response. "
"1284",1284,"	Mary rubs her forehead in weariness and frustration, goes "
"1285",1285,"	back out onto the porch. She looks off in another direction, "
"1286",1286,"	slightly behind the office, and sees..."
"1287",1287,"	MARY'S VIEWPO"
"1288",1288,"- A LARGE OLD HOUSE - (NIGHT)"
"1289",1289,"	A path from the motel office leads directly up to this house. "
"1290",1290,"	There is a light on in one of the upstairs rooms. A WOMAN "
"1291",1291,"	passes the window, pauses, peers out."
"1292",1292,"	We see her in clear silhouette. She quickly goes away from "
"1293",1293,"	the window."
"1294",1294,"	"
"1295",1295," PORCH OF BATES' MOTEL - (NIGHT)"
"1296",1296,"	Mary, having seen the woman, expects now that she will get "
"1297",1297,"	some attention. She stands a few moments, waiting."
"1298",1298,"	No one comes. Impatience and anger rise in Mary. She dashes "
"1299",1299,"	out into the rain, to her car, gets in, opens the side window, "
"1300",1300,"	begins to honk the horn. After a moment, a YOUNG MAN open "
"1301",1301,"	the front door of the house, pauses, starts down the path. "
"1302",1302,"	After a few steps, he turns and runs back into the house. "
"1303",1303,"	Mary leaves her car, starts a dash for the shelter of the "
"1304",1304,"	porch. As she runs, we see that the Young Man has gone back "
"1305",1305,"	only to get an umbrella. Seeing that Mary is on her way to "
"1306",1306,"	the porch, he runs quickly, the umbrella unopened in his "
"1307",1307,"	hand. He gets to the porch a moment after Mary has reached "
"1308",1308,"	it."
"1309",1309,"	He stops short, looks at her, then at the umbrella hanging "
"1310",1310,"	useless in his hand, then back to her."
"1311",1311,"	There is something sadly touching in his manner, in his look. "
"1312",1312,"	Mary's impatience goes and she smiles and this makes him "
"1313",1313,"	almost smile. He gestures her into the office, standing back "
"1314",1314,"	to indicate that he will go after her. She goes into the "
"1315",1315,"	office."
"1316",1316,"	"
"1317",1317," OFFICE OF BATES' MOTEL - (NIGHT)"
"1318",1318,"	The Young Man follows Mary in, closes the door. He is NORMAN "
"1319",1319,"	BATES, somewhere in his late twenties, thin and tall, soft-"
"1320",1320,"	spoken and hesitant."
"1321",1321,"				NORMAN"
"1322",1322,"		Dirty night."
"1323",1323,"				MARY"
"1324",1324,"			(not really a question)"
"1325",1325,"		You have a vacancy?"
"1326",1326,"				NORMAN"
"1327",1327,"			(simply, almost "
"1328",1328,"			cheerfully)"
"1329",1329,"		We have twelve vacancies. Twelve "
"1330",1330,"		cabins, twelve vacancies."
"1331",1331,"			(a pause)"
"1332",1332,"		They moved away the highway."
"1333",1333,"				MARY"
"1334",1334,"		I thought I'd gotten off the main..."
"1335",1335,"				NORMAN"
"1336",1336,"		I knew you must have. No one stops "
"1337",1337,"		here anymore unless they do."
"1338",1338,"	He is behind the counter now, pushing forward the registration "
"1339",1339,"	book."
"1340",1340,"				NORMAN"
"1341",1341,"		But it's no good dwelling on our "
"1342",1342,"		losses, is it.  We go right ahead "
"1343",1343,"		lighting signs and following the "
"1344",1344,"		formalities...  Would you sign, "
"1345",1345,"		please."
"1346",1346,"	Mary has placed her handbag on the counter. She takes the "
"1347",1347,"	registration book, picks up the pen, is suddenly struck with "
"1348",1348,"	the realization that she'd better use an alias. She writes "
"1349",1349,"	the name Marie Samuels."
"1350",1350,"				NORMAN"
"1351",1351,"		Your home address. Oh, just the town "
"1352",1352,"		will do."
"1353",1353,"				MARY"
"1354",1354,"			(glancing at newspaper "
"1355",1355,"			sticking out of her "
"1356",1356,"			handbag)"
"1357",1357,"		Los Angeles."
"1358",1358,"	She realizes he didn't ask her to tell him, merely to write "
"1359",1359,"	it down. She smiles, writes Los Angeles beside the false "
"1360",1360,"	name. Norman smiles, stops smiling out of embarrassment."
"1361",1361,"				NORMAN"
"1362",1362,"		Cabin One. It's closer in case you "
"1363",1363,"		want anything... right next to the "
"1364",1364,"		office."
"1365",1365,"	CLOSEUP - NORMAN"
"1366",1366,"	He removes a key for Cabin One. We see that there is a "
"1367",1367,"	remaining key on the board."
"1368",1368,"	TWO SHOT - MARY AND NORMAN"
"1369",1369,"				MARY"
"1370",1370,"		I want sleep more than anything.  "
"1371",1371,"		Except maybe, food."
"1372",1372,"				NORMAN"
"1373",1373,"		There's a big diner about ten miles "
"1374",1374,"		on up... just outside Fairvale."
"1375",1375,"				MARY"
"1376",1376,"		Am I that close to Fairvale?"
"1377",1377,"				NORMAN"
"1378",1378,"		Fifteen miles. I'll get your bags."
"1379",1379,"	He goes to door, opens it. The rain has slowed down "
"1380",1380,"	considerably. He smiles at this fact, as if to communicate "
"1381",1381,"	some pleasure he finds in it. Mary follows him to the door, "
"1382",1382,"	goes out on the porch, waits and watches as Norman runs to "
"1383",1383,"	her car, gets in, drives it to the parking space in front of "
"1384",1384,"	Cabin One. Mary walks along the porch, waits before the door "
"1385",1385,"	of Cabin One."
"1386",1386,"	Norman gets out of car, with suitcase, runs to the door, "
"1387",1387,"	opens it, pushes the door open, puts his hand in and switches "
"1388",1388,"	on a light. Mary goes into the cabin. Norman follows her."
"1389",1389,"	"
"1390",1390," CABIN ONE - (NIGHT)"
"1391",1391,"	Norman places suitcase on bed, goes to the window, opens it."
"1392",1392,"				NORMAN"
"1393",1393,"		Stuffy in here."
"1394",1394,"			(turns to her)"
"1395",1395,"		Well... the mattress is soft and "
"1396",1396,"		there're hangers in the closet and... "
"1397",1397,"		stationary with \""Bates' Motel\"" printed "
"1398",1398,"		on it in case you want to make your "
"1399",1399,"		friends back home envious... and... "
"1400",1400,"		the... over there...."
"1401",1401,"			(he points to the "
"1402",1402,"			bathroom, fairly "
"1403",1403,"			blushes)"
"1404",1404,"				MARY"
"1405",1405,"		The bathroom."
"1406",1406,"				NORMAN"
"1407",1407,"			(quickly, starting to "
"1408",1408,"			leave)"
"1409",1409,"		I'll be in the office if you want "
"1410",1410,"		anything... just tap on the wall."
"1411",1411,"				MARY"
"1412",1412,"		Thank you, Mr. Bates."
"1413",1413,"				NORMAN"
"1414",1414,"		Norman Bates."
"1415",1415,"	He pauses at the door, gazes at her. She smiles."
"1416",1416,"				NORMAN"
"1417",1417,"		You have something most girls never "
"1418",1418,"		have."
"1419",1419,"				MARY"
"1420",1420,"		I have?"
"1421",1421,"				NORMAN"
"1422",1422,"		There's no name for it... But it's "
"1423",1423,"		something that, that puts a person "
"1424",1424,"		at ease."
"1425",1425,"				MARY"
"1426",1426,"		Thank you. Again."
"1427",1427,"				NORMAN"
"1428",1428,"			(not really a question)"
"1429",1429,"		You're not going to go out again and "
"1430",1430,"		drive up to that diner, are you?"
"1431",1431,"				MARY"
"1432",1432,"		No."
"1433",1433,"				NORMAN"
"1434",1434,"		Then will you do me a favor?"
"1435",1435,"			(without waiting for "
"1436",1436,"			her response)"
"1437",1437,"		Will you have supper here?  I was "
"1438",1438,"		just about to, myself... nothing "
"1439",1439,"		more than some sandwiches and a lot "
"1440",1440,"		of milk, but I'd like it if you'd "
"1441",1441,"		come up to the house and... I don't "
"1442",1442,"		set a fancy table but... the kitchen's "
"1443",1443,"		awful homey."
"1444",1444,"				MARY"
"1445",1445,"		I'd like to."
"1446",1446,"				NORMAN"
"1447",1447,"		All right, you get your dresses "
"1448",1448,"		hanging out and... change those wet "
"1449",1449,"		shoes, and I'll come for you soon as "
"1450",1450,"		it's ready..."
"1451",1451,"			(starts out)"
"1452",1452,"		...with my trusty umbrella."
"1453",1453,"			(he laughs a small "
"1454",1454,"			laugh, runs off)"
"1455",1455,"	Mary closes the door, goes to suitcase, opens it, starts to "
"1456",1456,"	take out a dress. Her handbag is next to the suitcase. She "
"1457",1457,"	glances down into it, pauses, drops the dress, reaches into "
"1458",1458,"	the handbag, takes out the money-filled envelope, stares at "
"1459",1459,"	it, almost with regret, filled contemplates hiding it, decides "
"1460",1460,"	to, starts looking for a reasonable hiding place. She looks "
"1461",1461,"	about, at the closet, the drawers etc., realizes all such "
"1462",1462,"	places are obvious. Catching sight of the newspaper in her "
"1463",1463,"	bag, she hits on a solution. She opens the newspaper, places "
"1464",1464,"	the envelope within it, lock-folds the paper again and then "
"1465",1465,"	places it on the bedside table as if it were there for later "
"1466",1466,"	reading. She considers this for a moment, accepts it, goes "
"1467",1467,"	to her suitcase to start unpacking."
"1468",1468,"	Suddenly the quiet is shattered by the shrill, ugly sound of "
"1469",1469,"	a woman's voice, raised in anger."
"1470",1470,"				WOMAN'S VOICE"
"1471",1471,"		No! I tell you no!"
"1472",1472,"	Mary walks slowly to the window, realizing that the terrible "
"1473",1473,"	voice is coming from the house behind the cabins. CAMERA "
"1474",1474,"	FOLLOWS her to window and once there we see the light is "
"1475",1475,"	still on in the upstairs bedroom and the voice is coming "
"1476",1476,"	from that room. The rain has stopped and the moon is out."
"1477",1477,"				WOMAN'S VOICE"
"1478",1478,"		I won't have you bringing strange "
"1479",1479,"		young girls in for supper..."
"1480",1480,"			(an ugly, sneering "
"1481",1481,"			note creeps into the "
"1482",1482,"			voice)"
"1483",1483,"		...by candlelight, I suppose, in the "
"1484",1484,"		cheap erotic fashion of young men "
"1485",1485,"		with cheap, erotic minds!"
"1486",1486,"				NORMAN'S VOICE"
"1487",1487,"		Mother, please..."
"1488",1488,"				WOMAN'S VOICE"
"1489",1489,"		And then what? After supper, music? "
"1490",1490,"		Whispers?"
"1491",1491,"				NORMAN'S VOICE"
"1492",1492,"		Mother, she's just a stranger...  "
"1493",1493,"		hungry, and the weather's bad..."
"1494",1494,"				WOMAN'S VOICE"
"1495",1495,"			(mimicking cruelly)"
"1496",1496,"		Mother, she's just a stranger!"
"1497",1497,"			(hard, cruel again)"
"1498",1498,"		As if men don't desire strangers, as "
"1499",1499,"		if... oh, I refuse to speak of "
"1500",1500,"		disgusting things because they disgust "
"1501",1501,"		me! You understand, Boy?"
"1502",1502,"				WOMAN'S VOICE"
"1503",1503,"			(pause)"
"1504",1504,"		Go on, go tell her she'll not be "
"1505",1505,"		appeasing her ugly appetite with my "
"1506",1506,"		food... or my son! Or do I have to "
"1507",1507,"		tell her, cause you don't have the "
"1508",1508,"		guts? Huh, boy? You have the guts, "
"1509",1509,"		boy?"
"1510",1510,"				NORMAN'S VOICE"
"1511",1511,"			(blurted cut fury and "
"1512",1512,"			shame)"
"1513",1513,"		Shut up! Shut up!"
"1514",1514,"	There is the SOUND of a door closing in that room up there. "
"1515",1515,"	Mary has stood by the window, listening with mounting distress "
"1516",1516,"	and concern and sympathy. She turns her face away now, gazes "
"1517",1517,"	sadly at the little empty room."
"1518",1518,"	In a moment there is the SOUND of the house's front door "
"1519",1519,"	slamming shut. Mary turns, looks out the window."
"1520",1520,"	FROM MARY'S VIEWPO"
"1521",1521,"- (NIGHT)"
"1522",1522,"	We see Norman coming down the path, carrying a napkin-covered "
"1523",1523,"	tray."
"1524",1524,"	"
"1525",1525," CABIN ONE - (NIGHT)"
"1526",1526,"	Mary looks at him for a moment, then turns quickly, goes to "
"1527",1527,"	the door, opens it and goes out onto the porch."
"1528",1528,"	"
"1529",1529," THE MOTEL PORCH - (NIGHT)"
"1530",1530,"	Mary pauses outside the door, is about to start forward when "
"1531",1531,"	Norman comes round the building and walks along the porch, "
"1532",1532,"	past the office, stopping only when he is close to her. He "
"1533",1533,"	stares with painful embarrassment at the knowing look in her "
"1534",1534,"	eye."
"1535",1535,"				MARY"
"1536",1536,"		I've caused you some trouble."
"1537",1537,"				NORMAN"
"1538",1538,"		Mother..."
"1539",1539,"			(a hollow little laugh, "
"1540",1540,"			an attempt at sardonic "
"1541",1541,"			humor)"
"1542",1542,"		...what is the phrase... \""she isn't "
"1543",1543,"		herself today\""... I think that's it."
"1544",1544,"				MARY"
"1545",1545,"			(looking at the tray)"
"1546",1546,"		You shouldn't have bothered. I really "
"1547",1547,"		don't have that much of an appetite."
"1548",1548,"	Norman flinches, realizing she has heard his mother's "
"1549",1549,"	reference to Mary's appetite."
"1550",1550,"				NORMAN"
"1551",1551,"		I'm sorry. I wish... people could "
"1552",1552,"		apologize for other people."
"1553",1553,"				MARY"
"1554",1554,"		Don't worry about it."
"1555",1555,"			(a warm smile)"
"1556",1556,"		But as long as you've made us supper, "
"1557",1557,"		we may as well eat it. Huh?"
"1558",1558,"	She begins to back into her room. Norman starts to follow, "
"1559",1559,"	hesitates as he sees the total picture of an attractive young "
"1560",1560,"	woman and a motel room. Bringing down the tray of food, in "
"1561",1561,"	defiance of his mother's orders, is about the limit of his "
"1562",1562,"	defiance for one day. He cannot go into Mary's room."
"1563",1563,"				NORMAN"
"1564",1564,"		It might be nicer... warmer in the "
"1565",1565,"		office."
"1566",1566,"	Without waiting for approval or disapproval, he turns, hurries "
"1567",1567,"	to the office. Mary looks after him, her face showing amused "
"1568",1568,"	sympathy, then follows."
"1569",1569,"	"
"1570",1570," THE MOTEL OFFICE - (NIGHT)"
"1571",1571,"	Norman looks about, tray in hand, sees there is no reasonable "
"1572",1572,"	place to spread out a supper. He turns, sees Mary standing "
"1573",1573,"	in the doorway."
"1574",1574,"				NORMAN"
"1575",1575,"		Eating in an office..."
"1576",1576,"			(a rueful smile)"
"1577",1577,"		...to officious, even for me. I have "
"1578",1578,"		the parlor behind this... if you'd "
"1579",1579,"		like."
"1580",1580,"	Mary nods. Norman walks on, behind the counter and into the "
"1581",1581,"	darkened parlor. Mary follows."
"1582",1582,"	"
"1583",1583," NORMAN'S PARLOR -(NIGHT)"
"1584",1584,"	In the darkened room, lit only by the light from the office "
"1585",1585,"	spilling in, we see Norman placing the tray on a table. Mary "
"1586",1586,"	comes to the doorway, pauses. Norman straightens up, goes to "
"1587",1587,"	lamp, turns on the light."
"1588",1588,"	Mary is startled by the room. Even in the dimness of one "
"1589",1589,"	lamp, the strange, extraordinary nature of the room rushes "
"1590",1590,"	up at one. It is a room of birds. Stuffed birds, all over "
"1591",1591,"	the room, on every available surface, one even clinging to "
"1592",1592,"	the old fashioned fringed shade of the lamp. The birds are "
"1593",1593,"	of many varieties, beautiful, grand, horrible, preying. Mary "
"1594",1594,"	stares in awe and a certain fascinated horror."
"1595",1595,"	CLOSE UP - THE VARIOUS BIRDS TWO SHOT - MARY AND NORMAN"
"1596",1596,"				NORMAN"
"1597",1597,"		Please sit down. On the sofa."
"1598",1598,"	As Norman goes about spreading out the bread and ham and "
"1599",1599,"	pouring the milk, we follow Mary across the room. She studies "
"1600",1600,"	the birds as she walks, briefly examines a bookcase stacked "
"1601",1601,"	with books on the subject of \""Taxidermy.\"""
"1602",1602,"	CLOSE UP - THE BOOKS ON TAXIDERMY MED. CLOSE SHOT - MARY"
"1603",1603,"	She notices, too, the paintings on the wall; nudes, primarily, "
"1604",1604,"	and many with a vaguely religious overtone."
"1605",1605,"	Finally Mary reaches the sofa, sits down, looks at the spread."
"1606",1606,"				MARY"
"1607",1607,"		You're very... kind."
"1608",1608,"				NORMAN"
"1609",1609,"		It's all for you. I'm not hungry.  "
"1610",1610,"		Please go ahead."
"1611",1611,"	Mary begins to eat, her attitude a bit tense. She takes up a "
"1612",1612,"	small slice of ham, bites off a tiny bite, nibbles at it in "
"1613",1613,"	the manner of one disturbed and preoccupied."
"1614",1614,"	Norman gazes at her, at the tiny bite she has taken, smiles "
"1615",1615,"	and then laughs."
"1616",1616,"				NORMAN"
"1617",1617,"		You eat like a bird."
"1618",1618,"				MARY"
"1619",1619,"		You'd know, of course."
"1620",1620,"				NORMAN"
"1621",1621,"		Not really. I hear that expression, "
"1622",1622,"		that one eats \""like a bird,\"" is really "
"1623",1623,"		a falsie, I mean a falsity, because "
"1624",1624,"		birds eat a tremendous lot."
"1625",1625,"			(A pause, then "
"1626",1626,"			explaining)"
"1627",1627,"		Oh, I don't know anything about birds. "
"1628",1628,"		My hobby is stuffing things... "
"1629",1629,"		taxidermy. And I guess I'd just rather "
"1630",1630,"		stuff birds because...  well, I hate "
"1631",1631,"		the look of beasts when they're "
"1632",1632,"		stuffed, foxes and chimps and all... "
"1633",1633,"		some people even stuff dogs and "
"1634",1634,"		cats... but I can't... I think only "
"1635",1635,"		birds look well stuffed because "
"1636",1636,"		they're rather...  passive, to begin "
"1637",1637,"		with... most of them..."
"1638",1638,"	He trails off, his exuberance failing in the rushing return "
"1639",1639,"	of his natural hesitancy and discomfort. Mary looks at him, "
"1640",1640,"	with some compression, smiles."
"1641",1641,"				MARY"
"1642",1642,"		It's a strange hobby. Curious, I "
"1643",1643,"		mean."
"1644",1644,"				NORMAN"
"1645",1645,"		Uncommon, too."
"1646",1646,"				MARY"
"1647",1647,"		I imagine so."
"1648",1648,"				NORMAN"
"1649",1649,"		It's not as expensive as you'd think. "
"1650",1650,"		Cheap, really. Needles, thread, "
"1651",1651,"		sawdust .. the chemicals are all "
"1652",1652,"		that cost anything."
"1653",1653,"			(He goes quiet, looks "
"1654",1654,"			disturbed)"
"1655",1655,"				MARY"
"1656",1656,"		A man should have a hobby."
"1657",1657,"				NORMAN"
"1658",1658,"		It's more than a hobby... sometimes... "
"1659",1659,"		a hobby is supposed to pass the time, "
"1660",1660,"		not fill it."
"1661",1661,"				MARY"
"1662",1662,"			(after a pause, softly)"
"1663",1663,"		Is your time so empty?"
"1664",1664,"				NORMAN"
"1665",1665,"		Oh, no!"
"1666",1666,"			(forcing brightness "
"1667",1667,"			again)"
"1668",1668,"		I run the office, tend the cabins "
"1669",1669,"		and grounds, do little chores for "
"1670",1670,"		mother... the ones she allows I might "
"1671",1671,"		be capable of doing."
"1672",1672,"				MARY"
"1673",1673,"		You go out... with friends?"
"1674",1674,"				NORMAN"
"1675",1675,"		Friends? Who needs friends."
"1676",1676,"			(Laughs, then with "
"1677",1677,"			gallows humor)"
"1678",1678,"		A boy's best friend is his mother."
"1679",1679,"			(Stops laughing)"
"1680",1680,"		You've never had an empty moment in "
"1681",1681,"		your whole life. Have you?"
"1682",1682,"				MARY"
"1683",1683,"		Only my share."
"1684",1684,"				NORMAN"
"1685",1685,"		Where are you going? I don't mean to "
"1686",1686,"		pry..."
"1687",1687,"				MARY"
"1688",1688,"			(A wistful smile)"
"1689",1689,"		I'm looking for a private island."
"1690",1690,"				NORMAN"
"1691",1691,"		What are you running away from?"
"1692",1692,"				MARY"
"1693",1693,"			(Alert)"
"1694",1694,"		Why do you ask that?"
"1695",1695,"				NORMAN"
"1696",1696,"		No. People never run away from "
"1697",1697,"		anything."
"1698",1698,"			(A pause)"
"1699",1699,"		The rain didn't last very long."
"1700",1700,"			(Turning suddenly)"
"1701",1701,"		You know what I think? I think we're "
"1702",1702,"		all in our private traps, clamped in "
"1703",1703,"		them, and none of us can ever climb "
"1704",1704,"		out. We scratch and claw... but only "
"1705",1705,"		at the air, only at each other, and "
"1706",1706,"		for all of it, we never budge an "
"1707",1707,"		inch."
"1708",1708,"				MARY"
"1709",1709,"		Sometimes we deliberately step into "
"1710",1710,"		those traps."
"1711",1711,"				NORMAN"
"1712",1712,"		I was born in mine. I don't mind it "
"1713",1713,"		anymore."
"1714",1714,"				MARY"
"1715",1715,"		You should... mind it."
"1716",1716,"				NORMAN"
"1717",1717,"		Oh I do... but I say I don't."
"1718",1718,"			(Laughs boyishly)"
"1719",1719,"				MARY"
"1720",1720,"			(Staring at him, "
"1721",1721,"			shaking her head "
"1722",1722,"			softly.)"
"1723",1723,"		If anyone ever spoke to me, the way "
"1724",1724,"		I heard... The way she spoke to you, "
"1725",1725,"		I don't think I could ever laugh "
"1726",1726,"		again."
"1727",1727,"				NORMAN"
"1728",1728,"			(Controlled resentment)"
"1729",1729,"		Sometimes when she talks that way to "
